uid,pid,ptm,pen,desc,cat,pey,act
60160,669310,NYJ,DW-0700,Low Block,7,15,A
60161,669339,NE,CF-0675,Offensive Holding,2,10,A
60162,669375,NE,MB-5250,Illegal Use of Hands,5,0,O
60163,669375,NYJ,NM-0200,Offensive Holding,2,0,O
60164,669375,NE,MB-5250,Defensive Holding,5,0,D
60165,669390,NE,DH-2950,Defensive Holding,5,5,A
60166,669392,NE,MB-5250,Defensive Pass Interference,5,18,A
60167,669432,NYJ,JC-1000,False Start,1,5,A
60168,669436,NYJ,BM-0300,False Start,1,5,A
60169,669450,OAK,AH-3700,Face Mask,6,15,A
60170,669451,SD,BF-0800,Illegal Use of Hands,5,5,A
60171,669466,OAK,AS-1500,Tripping,7,10,A
60172,669467,OAK,ME-0425,Unnecessary Roughness,6,15,A
60173,669469,SD,DF-1250,Offensive Holding,2,10,A
60174,669485,SD,MI-0150,Neutral Zone,4,5,A
60175,669488,OAK,,12 On-field,3,5,A
60176,669492,SD,ND-0600,Offensive Holding,2,8,A
60177,669492,SD,LG-0750,Offensive Holding,2,0,D
60178,669500,OAK,DP-1100,Unnecessary Roughness,6,15,A
60179,669502,OAK,AH-3700,False Start,1,5,A
60180,669511,SD,OF-0100,Offensive Holding,2,10,A
60181,669533,OAK,SR-0750,Offensive Pass Interference,2,10,A
60182,669543,OAK,AS-1500,Defensive Offside,4,5,A
60183,669544,SD,PR-0300,Intentional Grounding,3,13,A
60184,669557,OAK,SR-0750,Offensive Holding,2,10,A
60185,669560,OAK,MK-0760,Delay of Game,3,5,A
60186,669562,OAK,DH-2150,Illegal Contact,5,5,A
60187,669587,SD,DF-1250,Unnecessary Roughness,6,15,A
60188,669591,OAK,DA-0950,Defensive Pass Interference,5,17,A
60189,669591,OAK,CW-3700,Defensive Holding,5,0,D
60190,669604,OAK,DP-1100,Unnecessary Roughness,6,15,A
60191,669604,OAK,DP-1100,Offensive Holding,2,0,D
60192,669617,SD,TR-0650,Offensive Holding,2,10,A
60193,669619,SD,KA-0650,Offensive Pass Interference,2,10,A
60194,669621,OAK,,12 On-field,3,4,A
60195,669637,DAL,GE-0250,False Start,1,5,A
60196,669657,DAL,TC-1700,Tripping,7,10,A
60197,669665,DAL,MC-1350,Defensive Pass Interference,5,5,A
60198,669675,DAL,DS-4750,Offensive Pass Interference,2,10,A
60199,669685,NYG,DR-2800,Defensive Holding,5,5,A
60200,669686,NYG,DK-0465,Defensive Holding,5,5,A
60201,669689,NYG,JT-1300,Unnecessary Roughness,6,3,A
60202,669696,DAL,RM-2000,Illegal Use of Hands,5,6,A
60203,669742,DAL,DF-1800,False Start,1,5,A
60204,669767,DAL,TS-2700,False Start,1,5,A
60205,669788,PHI,LJ-0850,False Start,1,5,A
60206,669790,PHI,NG-0350,Unnecessary Roughness,6,15,A
60207,669826,PHI,JK-0500,Offensive Holding,2,10,A
60208,669839,PHI,LJ-0850,False Start,1,5,A
60209,669849,PHI,BL-1350,Encroachment,4,4,A
60210,669850,PHI,BL-1350,Encroachment,4,2,A
60211,669859,CAR,CB-3850,Illegal Touch Pass,3,5,A
60212,669863,CAR,BB-1750,Defensive Pass Interference,5,13,A
60213,669902,CAR,MR-0645,False Start,1,5,A
60214,669907,CAR,ED-0400,Offensive Holding,2,0,D
60215,669921,CAR,MO-0200,Offensive Holding,2,10,A
60216,669940,PHI,NC-0100,Illegal Contact,5,5,A
60217,669945,PHI,MT-1100,Offensive Holding,2,0,D
60218,669947,CAR,LK-0600,Defensive Pass Interference,5,10,A
60219,669973,ARI,FR-0200,Unnecessary Roughness,6,13,A
60220,669974,BAL,JU-0300,Illegal Formation,3,5,A
60221,669975,BAL,KO-0750,Offensive Holding,2,0,O
60222,669975,ARI,RJ-0900,Defensive Holding,5,0,O
60223,669988,BAL,KJ-1400,False Start,1,5,A
60224,669996,BAL,EM-1300,Offensive Holding,2,10,A
60225,670006,BAL,TW-0145,Illegal Block Above the Waist,7,10,A
60226,670020,BAL,AJ-0350,Unnecessary Roughness,6,13,A
60227,670022,BAL,LW-0700,Defensive Pass Interference,5,11,A
60228,670024,BAL,BT-0950,Defensive Pass Interference,5,0,A
60229,670090,ARI,SW-0700,False Start,1,5,A
60230,670091,ARI,ML-0600,Offensive Holding,2,0,D
60231,670093,BAL,CG-1030,False Start,1,5,A
60232,670098,ARI,JG-3700,Offensive Holding,2,10,A
60233,670103,ARI,CP-0500,Intentional Grounding,3,12,A
60234,670115,BAL,,Illegal Shift,3,5,A
60235,670122,NE,DA-0900,Illegal Crackback,7,15,A
60236,670132,MIA,DS-2170,Offensive Holding,2,10,A
60237,670135,MIA,BA-0200,False Start,1,5,A
60238,670147,NE,JK-1650,Clipping,7,15,A
60239,670160,MIA,,Illegal Shift,3,0,D
60240,670173,NE,RM-3850,Illegal Block Above the Waist,7,10,A
60241,670174,NE,CF-0675,Ineligible Downfield Pass,3,5,A
60242,670177,MIA,CW-0100,Neutral Zone,4,5,A
60243,670181,NE,RG-2200,False Start,1,5,A
60244,670188,NE,,False Start,1,4,A
60245,670193,MIA,DT-0550,False Start,1,5,A
60246,670199,MIA,CW-0100,Defensive Offside,4,5,A
60247,670201,NE,RG-2200,Offensive Pass Interference,2,10,A
60248,670220,NE,CF-0675,False Start,1,5,A
60249,670233,MIA,JL-0215,False Start,1,5,A
60250,670282,MIA,TF-0250,Defensive Offside,4,5,A
60251,670297,KC,HA-0200,Illegal Use of Hands,5,5,A
60252,670321,DET,CF-1550,Illegal Block Above the Waist,7,10,A
60253,670329,DET,JJ-4300,Encroachment,4,5,A
60254,670363,DET,RR-0250,Offensive Holding,2,10,A
60255,670367,KC,JA-1050,Unsportsmanlike Conduct,6,10,A
60256,670368,DET,JJ-4300,Face Mask,6,15,A
60257,670370,DET,JW-5300,Unsportsmanlike Conduct,6,15,A
60258,670385,DET,LW-0350,Ineligible Downfield Pass,3,0,D
60259,670390,KC,LD-1000,False Start,1,5,A
60260,670391,DET,NL-0250,Defensive Pass Interference,5,16,A
60261,670393,DET,NL-0250,Illegal Use of Hands,5,5,A
60262,670428,DET,GQ-0100,Horse Collar,7,5,A
60263,670450,ATL,AL-0700,False Start,1,5,A
60264,670458,TB,CC-4000,Unnecessary Roughness,6,6,A
60265,670460,TB,JS-4037,Defensive Offside,4,3,A
60266,670467,ATL,VB-0075,Defensive Offside,4,5,A
60267,670473,ATL,JJ-4700,Offensive Holding,2,6,A
60268,670482,ATL,JT-0300,Offensive Holding,2,0,D
60269,670486,TB,HM-0100,Neutral Zone,4,5,A
60270,670506,TB,HM-0100,Defensive Offside,4,5,A
60271,670508,ATL,LT-0550,Offensive Pass Interference,2,10,A
60272,670509,TB,JB-1250,Defensive Offside,4,5,A
60273,670535,TB,GC-0400,Offensive Holding,2,9,A
60274,670537,ATL,DT-1970,Defensive Pass Interference,5,8,A
60275,670538,ATL,DT-1970,Defensive Pass Interference,5,39,A
60276,670554,ATL,DF-1875,Chop Block,7,15,A
60277,670560,TB,LM-0200,False Start,1,5,A
60278,670564,ATL,AC-1500,Defensive Offside,4,5,A
60279,670572,ATL,CC-1700,Offensive Holding,2,10,A
60280,670582,ATL,MP-0900,Offensive Holding,2,0,D
60281,670596,ATL,AL-0700,False Start,1,5,A
60282,670603,TB,GC-0400,Offensive Holding,2,0,O
60283,670603,ATL,OS-0400,Roughing the Passer,6,0,O
60284,670614,ATL,PA-0100,Defensive Pass Interference,5,16,A
60285,670618,TB,JS-1050,Delay of Game,3,5,A
60286,670641,ARI,PP-0400,Illegal Contact,5,5,A
60287,670650,ARI,JV-0300,Offensive Holding,2,0,D
60288,670684,ARI,KM-1950,Unnecessary Roughness,6,5,A
60289,670687,ARI,TM-0850,Defensive Holding,5,0,D
60290,670692,CLE,KW-1550,Illegal Contact,5,5,A
60291,670697,CLE,AB-3850,Neutral Zone,4,5,A
60292,670706,ARI,JN-0625,False Start,1,5,A
60293,670710,ARI,JB-6750,Illegal Shift,3,0,O
60294,670710,CLE,BM-2850,Defensive Pass Interference,5,0,O
60295,670715,CLE,JM-2900,Delay of Game,3,5,A
60296,670725,ARI,TM-0850,Illegal Use of Hands,5,5,A
60297,670739,CLE,JG-3100,False Start,1,5,A
60298,670756,CLE,JT-1600,False Start,1,5,A
60299,670767,CLE,AB-3850,Defensive Offside,4,5,A
60300,670770,ARI,BM-0360,False Start,1,5,A
60301,670782,CLE,JB-0450,Defensive Holding,5,5,A
60302,670820,SF,,Illegal Formation,3,0,D
60303,670823,SF,AB-3100,Defensive Offside,4,5,A
60304,670828,SF,JW-0750,Illegal Block Above the Waist,7,5,A
60305,670828,SF,BM-2600,Illegal Block Above the Waist,7,0,D
60306,670828,SF,,Unsportsmanlike Conduct,6,2,A
60307,670835,STL,TB-0550,Unnecessary Roughness,6,15,A
60308,670836,SF,AT-0750,False Start,1,5,A
60309,670840,SF,ER-0150,Offensive Holding,2,10,A
60310,670840,SF,ER-0150,Offensive Holding,2,0,D
60311,670850,STL,TM-0650,Illegal Substitution,3,5,A
60312,670851,STL,TB-0550,Illegal Block Above the Waist,7,10,A
60313,670856,STL,LJ-1800,Defensive Holding,5,5,A
60314,670859,STL,AD-1475,Neutral Zone,4,5,A
60315,670864,SF,BM-2600,Offensive Holding,2,8,A
60316,670868,SF,BM-2600,Ineligible Downfield Kick,3,5,A
60317,670883,STL,AA-1900,Unnecessary Roughness,6,10,A
60318,670889,SF,TB-2700,Unnecessary Roughness,6,15,A
60319,670891,SF,EH-0150,Illegal Use of Hands,5,5,A
60320,670892,STL,GR-0450,Offensive Holding,2,10,A
60321,670894,STL,,Illegal Formation,3,5,A
60322,670896,SF,AB-3100,Face Mask,6,3,A
60323,670911,STL,CL-1850,Illegal Block Above the Waist,7,8,A
60324,670926,SF,AB-3100,Face Mask,6,15,A
60325,670938,STL,JJ-1550,Face Mask,6,5,A
60326,670942,SF,EH-0150,Offensive Holding,2,10,A
60327,670943,STL,MB-3650,Encroachment,4,5,A
60328,670957,SF,JS-3300,Illegal Motion,3,5,A
60329,670960,STL,SB-0070,Offensive Holding,2,10,A
60330,670984,NO,KV-0050,Defensive Holding,5,0,D
60331,671008,NYG,JH-0840,Neutral Zone,4,5,A
60332,671017,NO,BB-3400,Unnecessary Roughness,6,15,A
60333,671020,NO,BB-3400,Defensive Holding,5,0,A
60334,671036,NO,BW-0700,Offensive Holding,2,10,A
60335,671041,NO,WS-0925,False Start,1,5,A
60336,671058,NO,BB-3400,Defensive Holding,5,5,A
60337,671059,NO,HK-0100,Roughing the Passer,6,15,A
60338,671080,NO,ZS-0200,False Start,1,5,A
60339,671081,NYG,DM-2950,Roughing the Passer,6,15,A
60340,671088,NYG,JP-4350,Offensive Holding,2,10,A
60341,671089,NYG,WR-0450,Ineligible Downfield Pass,3,0,D
60342,671089,NYG,GS-0400,Offensive Holding,2,0,D
60343,671094,NYG,JJ-2100,Offensive Holding,2,3,A
60344,671116,NO,BB-3400,Defensive Pass Interference,5,18,A
60345,671119,NO,DB-3750,Defensive Holding,5,5,A
60346,671122,NO,TD-0850,Defensive Offside,4,5,A
60347,671131,NO,TA-0850,False Start,1,5,A
60348,671145,NYG,ZD-0100,False Start,1,5,A
60349,671152,NO,ZS-0200,False Start,1,5,A
60350,671168,NYG,BW-2625,Face Mask,6,15,A
60351,671204,MIN,MK-0150,False Start,1,5,A
60352,671212,MIN,BF-1500,False Start,1,5,A
60353,671217,CHI,CL-0862,Offensive Holding,2,10,A
60354,671228,CHI,PO-0150,Offensive Holding,2,8,A
60355,671229,MIN,CG-2400,Roughing the Passer,6,15,A
60356,671261,CHI,SA-0100,Unnecessary Roughness,6,15,A
60357,671262,MIN,MP-2350,Offensive Holding,2,10,A
60358,671306,CHI,SM-2300,Defensive Holding,5,5,A
60359,671328,SD,JA-0280,Unsportsmanlike Conduct,6,15,A
60360,671359,BAL,CM-3250,Defensive Pass Interference,5,4,A
60361,671366,BAL,LW-0700,Defensive Pass Interference,5,0,D
60362,671377,BAL,RW-0150,False Start,1,5,A
60363,671387,BAL,KA-1000,Defensive Pass Interference,5,12,A
60364,671403,SD,JA-0280,Unsportsmanlike Conduct,6,15,A
60365,671405,BAL,MW-2450,Offensive Holding,2,10,A
